Branchcode,Branchname,Bic
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM941
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM942
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM943
70320090,UniCredit Bank-HypoVereinbk,HYVEDEMM944
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM945
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMM946
79320075,UniCredit Bank-HypoVereinbk,HYVEDEMM947
78020070,UniCredit Bank-HypoVereinbk,HYVEDEMM948
70320090,UniCredit Bank-HypoVereinbk,HYVEDEMM952
79520070,UniCredit Bank-HypoVereinbk,HYVEDEMM954
73322380,UniCredit Bank-HypoVereinbk,HYVEDEMM955
73120075,UniCredit Bank-HypoVereinbk,HYVEDEMM958
75020073,UniCredit Bank-HypoVereinbk,HYVEDEMM959
73421478,UniCredit Bank-HypoVereinbk,HYVEDEMM960
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM961
73322380,UniCredit Bank-HypoVereinbk,HYVEDEMM962
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM965
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM966
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM968
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM970
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM972
77020070,UniCredit Bank-HypoVereinbk,HYVEDEMM973
72020070,UniCredit Bank-HypoVereinbk,HYVEDEMM977
73420071,UniCredit Bank-HypoVereinbk,HYVEDEMM978
76220073,UniCredit Bank-HypoVereinbk,HYVEDEMM979
74320073,UniCredit Bank-HypoVereinbk,HYVEDEMM981
72120078,UniCredit Bank-HypoVereinbk,HYVEDEMM985
79020076,UniCredit Bank-HypoVereinbk,HYVEDEMM986
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM987
76520071,UniCredit Bank-HypoVereinbk,HYVEDEMM989
75320075,UniCredit Bank-HypoVereinbk,HYVEDEMM996
74020074,UniCredit Bank-HypoVereinbk,HYVEDEMM997
76020099,UniCredit Bank-HypoVereinbk,HYVEDEMMCAR
20730001,UniCredit Bk Settlemt EAC01,HYVEDEMME01
20730002,UniCredit Bk Settlemt EAC02,HYVEDEMME02
20730003,UniCredit Bk Settlemt EAC03,HYVEDEMME03
20730004,UniCredit Bk Settlemt EAC04,HYVEDEMME04
20730005,UniCredit Bk Settlemt EAC05,HYVEDEMME05
20730006,UniCredit Bk Settlemt EAC06,HYVEDEMME06
20730007,UniCredit Bk Settlemt EAC07,HYVEDEMME07
20730008,UniCredit Bk Settlemt EAC08,HYVEDEMME08
20730009,UniCredit Bk Settlemt EAC09,HYVEDEMME09
20730010,UniCredit Bk Settlemt EAC10,HYVEDEMME10
20730011,UniCredit Bk Settlemt EAC11,HYVEDEMME11
20730012,UniCredit Bk Settlemt EAC12,HYVEDEMME12
20730013,UniCredit Bk Settlemt EAC13,HYVEDEMME13
20730014,UniCredit Bk Settlemt EAC14,HYVEDEMME14
20730015,UniCredit Bk Settlemt EAC15,HYVEDEMME15
20730016,UniCredit Bk Settlemt EAC16,HYVEDEMME16
20730017,UniCredit Bk Settlemt EAC17,HYVEDEMME17
20730018,UniCredit Bk Settlemt EAC18,HYVEDEMME18
20730019,UniCredit Bk Settlemt EAC19,HYVEDEMME19
20730020,UniCredit Bk Settlemt EAC20,HYVEDEMME20
20730021,UniCredit Bk Settlemt EAC21,HYVEDEMME21
20730022,UniCredit Bk Settlemt EAC22,HYVEDEMME22
20730023,UniCredit Bk Settlemt EAC23,HYVEDEMME23
20730024,UniCredit Bk Settlemt EAC24,HYVEDEMME24
20730025,UniCredit Bk Settlemt EAC25,HYVEDEMME25
20730026,UniCredit Bk Settlemt EAC26,HYVEDEMME26
20730027,UniCredit Bk Settlemt EAC27,HYVEDEMME27
20730028,UniCredit Bk Settlemt EAC28,HYVEDEMME28
20730029,UniCredit Bk Settlemt EAC29,HYVEDEMME29
20730030,UniCredit Bk Settlemt EAC30,HYVEDEMME30
20730031,UniCredit Bk Settlemt EAC31,HYVEDEMME31
20730032,UniCredit Bk Settlemt EAC32,HYVEDEMME32
20730033,UniCredit Bk Settlemt EAC33,HYVEDEMME33
20730034,UniCredit Bk Settlemt EAC34,HYVEDEMME34
20730035,UniCredit Bk Settlemt EAC35,HYVEDEMME35
20730036,UniCredit Bk Settlemt EAC36,HYVEDEMME36
20730037,UniCredit Bk Settlemt EAC37,HYVEDEMME37
20730038,UniCredit Bk Settlemt EAC38,HYVEDEMME38
20730039,UniCredit Bk Settlemt EAC39,HYVEDEMME39
20730040,UniCredit Bk Settlemt EAC40,HYVEDEMME40
70020270,UniCredit Bank-HypoVereinbk,HYVEDEMMXXX
10110400,Investitionsbank Berlin,IBBBDEBBXXX
65110200,Int Bkhaus Bodensee,IBBFDE81XXX
60035810,IBM Kreditbank Herrenberg,IBKBDES1XXX
50110200,"ICBC Frankfurt, Main",ICBKDEFFXXX
50131000,Vietinbank,ICBVDEFFXXX
50120100,ICICI Bank Frankfurt,ICICDEFFXXX
70011910,InterCard Taufkirchen CS 10,ICRDDE71010
70011920,InterCard Taufkirchen CS 20,ICRDDE71020
70011900,InterCard Taufkirchen,ICRDDE71XXX
30010444,"IKB Direkt, Duesseldorf",IKBDDEDDDIR
30010400,IKB Düsseldorf,IKBDDEDDXXX
16010300,Investitionsbk Potsdam,ILBXDE8XXXX
55020600,Westdeutsche Immobilien Bk,IMMODE5MXXX
50021000,"ING Bank, Frankfurt",INGBDEFFXXX
76020900,Entrium Direct Bankers-alt-,INGDDEFFENT
50010517,ING-DiBa Frankfurt am Main,INGDDEFFXXX
50330300,The Bank of New York Mellon,IRVTDEFXXXX
10130600,Isbank Berlin,ISBKDEFXBER
30130600,Isbank Düsseldorf,ISBKDEFXDUS
42030600,Isbank Gelsenkirchen,ISBKDEFXGEL
20230600,Isbank Hamburg,ISBKDEFXHAM
37030800,Isbank Köln,ISBKDEFXKOL
66030600,Isbank Karlsruhe,ISBKDEFXKRL
70230600,Isbank München,ISBKDEFXMUN
76030600,Isbank Nürnberg,ISBKDEFXNUR
60030900,Isbank Stuttgart,ISBKDEFXSTU
50230600,Isbank Frankfurt Main,ISBKDEFXXXX
55010800,ISB RP,ISBRDE55XXX
50110500,NATIXIS Frankfurt am Main,IXIBDEFXXXX
37021300,Jaguar Fin Serv Köln,JAGUDE31XXX
20020500,Jyske Bank Hamburg,JYBADEHHXXX
66050101,Spk Karlsruhe Ettlingen,KARSDE66XXX
12016836,KfW Berlin,KFWIDEFF100
50020400,KfW Frankfurt,KFWIDEFFXXX
52410400,KEB -Deutschland- Ffm,KOEXDEFAXXX
59350110,Kreissparkasse Saarlouis,KRSADE55XXX
48020151,Bankhaus Lampe Bielefeld,LAMPDEDDXXX
54850010,Spk Südl Weinstr in Landau,LANSDE55010
54850010,Spk Südl Weinstr in Landau,LANSDE55020
54850010,Spk Südl Weinstr in Landau,LANSDE55030
54850010,Spk Südl Weinstr in Landau,LANSDE55040
54850010,Spk Südl Weinstr in Landau,LANSDE55050
54850010,Spk Südl Weinstr in Landau,LANSDE55XXX
50020500,Landwirtschaftl Rentenbank,LAREDEFFXXX
10050500,LBS Ost Berlin,LBSODEB1BLN
16050500,LBS Ost Potsdam,LBSODEB1XXX
40055555,LBS West Münster,LBSWDE31XXX
70130700,Lenz Bank München,LENZDEM1XXX
70220000,LfA Förderbank München,LFFBDEMMXXX
50030800,LHB-BANK,LHBIDEFFXXX
60010700,L-Bank Stuttgart -alt-,LKBWDE6K600
66010700,L-Bank,LKBWDE6KXXX
10030500,Bankhaus Löbbecke Berlin,LOEBDEBBXXX
37021400,Land Rover Fin Serv Köln,LRFSDE31XXX
54550010,Sparkasse Vorderpfalz,LUHSDE6AXXX
10110300,Bankhaus Dr. Masel,MACODEB1XXX
70030800,Bethmann Bank,MAFBDEM1XXX
50120000,MainFirst Bank Frankfurt,MAIFDEF1XXX
57751310,Kr Spk Ahrweiler,MALADE51AHR
57351030,Kreissparkasse Altenkirchen,MALADE51AKI
58650030,Kr Spk Bitburg-Prüm,MALADE51BIT
58751230,Spk Mittelmosel EMH,MALADE51BKS
57051001,Kr Spk Westerwald Montabaur,MALADE51BMB
57051870,Kr Spk Cochem-Zell -alt-,MALADE51COC
58651240,Kreissparkasse Vulkaneifel,MALADE51DAU
54651240,Spk Rhein-Haardt,MALADE51DKH
55150098,Clearingkonto LRP-SI,MALADE51EMZ
54851440,Spk Kandel Pfalz,MALADE51KAD
54050220,Kr Spk Kaiserslautern,MALADE51KLK
54050110,St Spk Kaiserslautern,MALADE51KLS
57050120,Sparkasse Koblenz,MALADE51KOB
56050180,Sparkasse Rhein-Nahe,MALADE51KRE
54051550,Kr Spk Kusel,MALADE51KUS
54051660,St Spk Landstuhl -alt-,MALADE51LAS
54550120,Kreissparkasse Rhein-Pfalz,MALADE51LUH
55050120,Sparkasse Mainz,MALADE51MNZ
57650010,Kr Spk Mayen,MALADE51MYN
57450120,Sparkasse Neuwied,MALADE51NWD
54051990,Sparkasse Donnersberg,MALADE51ROK
56051790,Kr Spk Rhein-Hunsrück,MALADE51SIM
54750010,Kr u St Spk Speyer,MALADE51SPY
54250010,Spk Südwestpfalz Pirmasens,MALADE51SWP
55350010,Sparkasse Worms-Alzey-Ried,MALADE51WOR
67050505,Spk Rhein Neckar Nord,MANSDE66XXX
61030000,Martinbank Göppingen,MARBDE6GXXX
10000000,BBk Berlin,MARKDEF1100
13000000,BBk Rostock,MARKDEF1130
14000000,BBk Rostock eh Schwerin,MARKDEF1140
15000000,BBk Neubrandenburg,MARKDEF1150
16000000,BBk Berlin eh Potsdam,MARKDEF1160
17000000,"BBk Berlin eh Frankfurt, Od",MARKDEF1170
18000000,BBk Cottbus,MARKDEF1180
20000000,BBk Hamburg,MARKDEF1200
21000000,BBk Kiel,MARKDEF1210
21500000,BBk Flensburg,MARKDEF1215
21700000,BBk Flensburg eh Husum,MARKDEF1217
22200000,BBk Kiel eh Itzehoe,MARKDEF1222
23000000,BBk Lübeck,MARKDEF1230
24000000,BBk Hannover eh Lüneburg,MARKDEF1240
25000000,BBk Hannover,MARKDEF1250
25400000,BBk Hannover eh Hameln,MARKDEF1254
25700000,BBk Hannover eh Celle,MARKDEF1257
25800000,BBk Hannover eh Uelzen,MARKDEF1258
25900000,BBk Hannover eh Hildesheim,MARKDEF1259
26000000,BBk Göttingen,MARKDEF1260
26500000,BBk Osnabrück,MARKDEF1265
26600000,BBk Osnabrück eh Lingen,MARKDEF1266
26800000,BBk Magdeburg eh Halberst,MARKDEF1268
27000000,BBk Hannover eh Braunschwei,MARKDEF1270
28000000,BBk Oldenburg,MARKDEF1280
28200000,BBk Oldenburg eh Wilhelmshv,MARKDEF1282
28500000,BBk Oldenburg eh Leer,MARKDEF1285
29000000,BBk Bremen,MARKDEF1290
29200000,BBk Bremen eh Bremerhaven,MARKDEF1292
30000000,BBk Düsseldorf,MARKDEF1300
31000000,BBk Duisburg eh Mönchenglad,MARKDEF1310
32000000,BBk Duisburg eh Krefeld,MARKDEF1320
32400000,BBk Duisburg eh Kleve,MARKDEF1324
33000000,BBk Düsseldorf eh Wuppertal,MARKDEF1330
35000000,BBk Duisburg,MARKDEF1350
35600000,BBk Duisburg eh Wesel,MARKDEF1356
36000000,BBk Essen,MARKDEF1360
36200000,BBk Essen eh Mülheim/Ruhr,MARKDEF1362
36500000,BBk Essen eh Oberhausen,MARKDEF1365
37000000,BBk Köln,MARKDEF1370
38000000,BBk Köln eh Bonn,MARKDEF1380
38600000,BBk Köln eh Siegburg,MARKDEF1386
39000000,BBk Aachen,MARKDEF1390
39500000,BBk Aachen eh Düren,MARKDEF1395
40000000,BBk Dortmund eh Münster,MARKDEF1400
40300000,BBk Dortmund eh Rheine,MARKDEF1403
41000000,"BBk Dortmund eh Hamm, Westf",MARKDEF1410
42000000,BBk Bochum eh Gelsenkirchen,MARKDEF1420
42600000,BBk Bochum eh Recklinghsn,MARKDEF1426
43000000,BBk Bochum,MARKDEF1430
44000000,BBk Dortmund,MARKDEF1440
45000000,BBk Hagen,MARKDEF1450
46000000,BBk Hagen eh Siegen,MARKDEF1460
46400000,BBk Dortmund eh Arnsberg,MARKDEF1464
47200000,BBk Bielefeld eh Paderborn,MARKDEF1472
47800000,BBk Bielefeld eh Gütersloh,MARKDEF1478
48000000,BBk Bielefeld,MARKDEF1480
49000000,BBk Bielefeld eh Minden,MARKDEF1490
50000000,BBk Filiale Frankfurt Main,MARKDEF1500
50600000,BBk Frankfurt eh Hanau,MARKDEF1506
50800000,BBk Frankfurt eh Darmstadt,MARKDEF1508
51000000,BBk Frankfurt eh Wiesbaden,MARKDEF1510
51300000,BBk Gießen,MARKDEF1513
52000000,BBk Kassel,MARKDEF1520
53000000,BBk Kassel eh Fulda,MARKDEF1530
53200000,BBk Kassel eh Bad Hersfeld,MARKDEF1532
54000000,BBk Ludwigshfn eh Kaisersl.,MARKDEF1540
54500000,BBk Ludwigshafen am Rhein,MARKDEF1545
55000000,BBk Mainz,MARKDEF1550
56000000,BBk Mainz eh Bad Kreuznach,MARKDEF1560
57000000,BBk Koblenz,MARKDEF1570
57400000,BBk Koblenz eh Neuwied,MARKDEF1574
58500000,BBk Saarbrücken eh Trier,MARKDEF1585
59000000,BBk Saarbrücken,MARKDEF1590
59300000,BBk Saarbr eh Saarlouis,MARKDEF1593
60000000,BBk Stuttgart,MARKDEF1600
60200000,BBk Stuttgart eh Waiblingen,MARKDEF1602
60300000,BBk Stuttgart eh Sindelfing,MARKDEF1603
60400000,BBk Stuttgart eh Ludwigsbur,MARKDEF1604
61100000,BBk Stuttgart eh Esslingen,MARKDEF1611
61400000,BBk Ulm eh Aalen,MARKDEF1614
62000000,BBk Stuttgart eh Heilbronn,MARKDEF1620
62200000,BBk Ulm eh Schwäbisch Hall,MARKDEF1622
63000000,"BBk Ulm, Donau",MARKDEF1630
64000000,BBk Reutlingen,MARKDEF1640
65000000,BBk Ulm eh Ravensburg,MARKDEF1650
65300000,BBk Reutlingen eh Albstadt,MARKDEF1653
66000000,BBk Karlsruhe,MARKDEF1660
66200000,BBk Karlsruhe eh Baden-Bade,MARKDEF1662
66400000,BBk Freiburg eh Offenburg,MARKDEF1664
66600000,BBk Karlsruhe eh Pforzheim,MARKDEF1666
67000000,BBk Karlsruhe eh Mannheim,MARKDEF1670
68000000,BBk Freiburg im Breisgau,MARKDEF1680
68300000,BBk Freiburg eh Lörrach,MARKDEF1683
69000000,BBk Vill-Schwen eh Konstanz,MARKDEF1690
69400000,BBk Villingen-Schwenningen,MARKDEF1694
70000000,BBk München,MARKDEF1700
70300000,BBk München eh Garmisch-Par,MARKDEF1703
71000000,BBk München eh B Reichenhal,MARKDEF1710
71100000,BBk München eh Rosenheim,MARKDEF1711
72000000,BBk Augsburg,MARKDEF1720
72100000,BBk München eh Ingolstadt,MARKDEF1721
73100000,BBk Augsburg eh Memmingen,MARKDEF1731
73300000,BBk Augsburg eh Kempten,MARKDEF1733
74000000,BBk Regensburg eh Passau,MARKDEF1740
74100000,BBk Regensbg eh Deggendorf,MARKDEF1741
74300000,BBk Regensburg eh Landshut,MARKDEF1743
75000000,BBk Regensburg,MARKDEF1750
75300000,BBk Regensburg eh Weiden,MARKDEF1753
76000000,BBk Nürnberg,MARKDEF1760
76300000,BBk Nürnberg eh Erlangen,MARKDEF1763
76500000,BBk Nürnberg eh Ansbach,MARKDEF1765
77000000,BBk Nürnberg eh Bamberg,MARKDEF1770
77300000,BBk Bayreuth,MARKDEF1773
78000000,BBk Bayreuth eh Hof,MARKDEF1780
79000000,BBk Würzburg,MARKDEF1790
79300000,BBk Würzburg eh Schweinfurt,MARKDEF1793
79500000,BBk Würzburg eh Aschaffenbg,MARKDEF1795
80000000,BBk Magdeburg eh Halle,MARKDEF1800
80500000,BBk Halle eh Dessau,MARKDEF1805
81000000,BBk Magdeburg,MARKDEF1810
82000000,BBk Erfurt,MARKDEF1820
83000000,BBk Erfurt eh Gera,MARKDEF1830
84000000,BBk Meiningen,MARKDEF1840
85000000,BBk Dresden,MARKDEF1850
86000000,BBk Leipzig,MARKDEF1860
87000000,BBk Chemnitz,MARKDEF1870
50400000,BBk Zentrale Frankfurt Main,MARKDEFFXXX
50130300,FIRST BANK Frankfurt,MASFDEF1XXX
37021100,Mazda Bank Köln,MAZDDED1XXX
20030400,Marcardbank Hamburg,MCRDDEHHXXX
60030000,Mercedes-Benz Bank,MEBEDE6SDCB
12030900,Merck Finck & Co Berlin,MEFIDEMM100
20030700,Merck Finck & Co Hamburg,MEFIDEMM200
30030900,Merck Finck & Co Düsseldorf,MEFIDEMM300
50130400,Merck Finck & Co Frankfurt,MEFIDEMM501
70030400,Merck Finck & Co München,MEFIDEMMXXX
51410600,Merrill Lynch Intl Bank FFM,MELBDEF1XXX
20210200,Bank Melli Iran Hamburg,MELIDEHHXXX
59351040,Spk Merzig-Wadern,MERZDE55XXX
50230700,Bankhaus Metzler Frankfurt,METZDEFFXXX
31050000,St Spk Mönchengladbach,MGLSDE33XXX
50330200,MHB-Bank Frankfurt,MHBFDEFFXXX
30020700,Mizuho Corp Bank Düsseldorf,MHCBDEDDXXX
20230800,Sutorbank Hamburg,MHSBDEHBXXX
70110500,Münch Hypoth Bank München,MHYPDEMMXXX
51420200,Misr Bank-Europe Ffm,MIBEDEFFXXX
57020301,MKB Koblenz,MKBKDE51XXX
50835800,MCE Bank Flörsheim,MKGMDE51XXX
40030000,Münsterländische Bk Münster,MLBKDEH1MUE
67230001,MLP FDL Zw CS,MLPBDE61001
67230000,MLP FDL,MLPBDE61XXX
20220400,M.M. Warburg Hyp Hamburg,MMWHDEH1XXX
50110900,Bank of America N.A. Mil Bk,MNBIDEF1XXX
52410900,Maple Bank Frankfurt,MPBKDEFFXXX
51220900,Morgan Stanley Bank,MSFFDEFPXXX
51220910,Morgan Stanley Bank,MSFFDEFXCND
50230100,Morgan Stanley Bank Int,MSPCDEF1XXX
55190028,Mainzer Volksbank,MVBMDE51028
55190050,Mainzer Volksbank,MVBMDE51050
55190064,Mainzer Volksbank,MVBMDE51064
55190065,Mainzer Volksbank,MVBMDE51065
55190068,Mainzer Volksbank,MVBMDE51068
55190088,Mainzer Volksbank,MVBMDE51088
55190094,Mainzer Volksbank,MVBMDE51094
55190000,Mainzer Volksbank Mainz,MVBMDE55XXX
51050015,Nass Spk Wiesbaden,NASSDE55XXX
35020030,National-Bank Duisburg,NBAGDE3EXXX
36020030,National-Bank Essen,NBAGDE3EXXX
36220030,National-Bank Mülheim-alt-,NBAGDE3EXXX
36520030,National-Bank Oberhsn -alt-,NBAGDE3EXXX
50130000,Naba Frankfurt Main,NBPADEFFXXX
51430321,Nordea Bank Frankfurt,NDEADEFF321
51430300,Nordea Bank Finland,NDEADEFFXXX
29020000,Bankhaus Neelmeyer Bremen,NEELDE22XXX
52410600,NEWEDGE GROUP Frankfurt,NEWGDEF1XXX
29020200,NF Bank Bremen,NFHBDE21XXX
81050000,KSK ASL-SFT Staßfurt -alt-,NOLADE21ASL
25151270,St Spk Barsinghausen,NOLADE21BAH
80053612,Kr Spk Bernburg -alt-,NOLADE21BBG
21451205,Sparkasse Büdelsdorf -alt-,NOLADE21BDF
26551540,Kr Spk Bersenbrück,NOLADE21BEB
80053000,Spk Burgenlandkreis,NOLADE21BLK
21051275,Bordesholmer Sparkasse,NOLADE21BOR
25451450,Spk Weserbergland Bodenwerd,NOLADE21BOW
21751230,Spk Bredstedt,NOLADE21BRD
80053722,Kr Spk Anhalt-Bitterfeld,NOLADE21BTF
25151371,Stadtsparkasse Burgdorf,NOLADE21BUF
25750001,Sparkasse Celle,NOLADE21CEL
26851410,Kr Spk Clausthal-Zellerfeld,NOLADE21CLZ
25050055,ZVA Nord LB SH,NOLADE21CSH
25851335,Spk Uelzen Lüchow-Dbg.-alt-,NOLADE21DAN
80053572,St Spk Dessau,NOLADE21DES
26051260,Sparkasse Duderstadt,NOLADE21DUD
12050555,NLB FinanzIT,NOLADE21DVS
21052090,Sparkasse Eckernförde -alt-,NOLADE21ECK
80055008,Sparkasse Mansfeld-Südharz,NOLADE21EIL
26251425,Sparkasse Einbeck,NOLADE21EIN
22150000,Spk Elmshorn,NOLADE21ELH
26650001,Spk Emsland,NOLADE21EMS
21550050,Nord-Ostsee Spk Flensburg,NOLADE21FLS
26951311,Spk Gifhorn-Wolfsburg,NOLADE21GFW
26050001,Sparkasse Göttingen,NOLADE21GOE
15050500,Spk Vorpommern,NOLADE21GRW
26850001,Sparkasse Goslar/Harz,NOLADE21GSL
80053762,Saalesparkasse Halle,NOLADE21HAL
20750000,Spk Harburg-Buxtehude,NOLADE21HAM
81053132,Kr Spk Halberstadt -alt-,NOLADE21HBS
81055000,Kreissparkasse Börde,NOLADE21HDL
25451655,Spk Weserbergland Hess Old,NOLADE21HEO
25950130,Sparkasse Hildesheim,NOLADE21HIK
25950001,St Spk Hildesheim -alt-,NOLADE21HIS
25450001,St Spk Hameln,NOLADE21HMS
26051450,Kr u St Spk Münden,NOLADE21HMU
21352240,Spk Holstein Eutin,NOLADE21HOL
81052000,Harzsparkasse,NOLADE21HRZ
21452030,Spk Hohenwestedt,NOLADE21HWS
26351015,Sparkasse Osterode am Harz,NOLADE21HZB
81054000,Sparkasse Jerichower Land,NOLADE21JEL
21050170,Förde Sparkasse,NOLADE21KIE
80053622,Kr Spk Köthen -alt-,NOLADE21KOT
24050110,Spk Lüneburg,NOLADE21LBG
25055500,LBS-Norddt Hannover,NOLADE21LBS
14052000,Spk Mecklenburg-Schwerin,NOLADE21LWL
81053272,St Spk Magdeburg,NOLADE21MDG
26552286,Kreissparkasse Melle,NOLADE21MEL
21851830,Verb Spk Meldorf -alt-,NOLADE21MLD
80050500,Kr Spk Mersebg-Querfurt alt,NOLADE21MQU
21851720,Alte Marner Spk -alt-,NOLADE21MRN
15051732,Spk Mecklenburg-Strelitz,NOLADE21MST
15050200,Spk Neubrandenburg-Demmin,NOLADE21NBS
25650106,Sparkasse Nienburg,NOLADE21NIB
26750001,Kr Spk Nordhorn,NOLADE21NOH
26250001,Kr Spk Northeim,NOLADE21NOM
21750000,Nord-Ostsee Spk Schleswig,NOLADE21NOS
81051000,Bördesparkasse -alt-,NOLADE21OCL
26350001,St Spk Osterode,NOLADE21OHA
14051362,Sparkasse Parchim-Lübz,NOLADE21PCH
25250001,Kr Spk Peine,NOLADE21PEI
21051580,Spk Kreis Plön -alt-,NOLADE21PLN
25451345,St Spk Bad Pyrmont,NOLADE21PMT
15050400,Sparkasse Uecker-Randow,NOLADE21PSW
80053502,Kr Spk Quedlinburg -alt-,NOLADE21QLB
21450000,Spk Mittelholstein Rendsbg,NOLADE21RDB
13050000,Ostseesparkasse Rostock,NOLADE21ROS
13051042,Sparkasse Rügen,NOLADE21RUE
23052750,Kr Spk Herzogtum Lauenburg,NOLADE21RZB
26351445,St Spk Bad Sachsa,NOLADE21SAC
81055555,Spk Altmark West Salzwedel,NOLADE21SAW
81053242,Kr Spk Schönebeck -alt-,NOLADE21SBK
81050555,Kreissparkasse Stendal,NOLADE21SDL
80055500,Salzlandsparkasse Staßfurt,NOLADE21SES
80053552,Kr Spk Sangerhausen -alt-,NOLADE21SGH
22251580,Landsparkasse Schenefeld,NOLADE21SHF
25551480,Sparkasse Schaumburg,NOLADE21SHG
23051030,Spk Südholstein Neumünster,NOLADE21SHO
21650110,Spk Schleswig-Flensburg alt,NOLADE21SLN
14051462,Sparkasse Schwerin -alt-,NOLADE21SNS
25851660,Kr Spk Soltau,NOLADE21SOL
23050101,Sparkasse zu Lübeck,NOLADE21SPL
24151116,Kreissparkasse Stade,NOLADE21STK
23051610,Spk Stormarn -alt-,NOLADE21STO
24151005,Spk Stade-Altes Land,NOLADE21STS
25450110,Spk Weserbergland Hameln,NOLADE21SWB
26851620,Sparkasse Salzgitter,NOLADE21SZG
25850110,Sparkasse Uelzen Lüchow-Dbg,NOLADE21UEL
25152375,Kr Spk Fallingbostel,NOLADE21WAL
80550101,Sparkasse Wittenberg,NOLADE21WBL
21852310,Spk Hennstedt-Wesselburen,NOLADE21WEB
22151730,St Spk Wedel,NOLADE21WED
22250020,Spk Westholstein,NOLADE21WHO
22252050,Verb Spk Wilster -alt-,NOLADE21WIL
14051000,Spk Mecklenburg-Nordwest,NOLADE21WIS
81053112,Kr Spk Wernigerode -alt-,NOLADE21WRK
15050100,Müritz-Sparkasse Waren,NOLADE21WRN
80054000,Kr Spk Weißenfels,NOLADE21WSF
25152490,St Spk Wunstorf,NOLADE21WST
80550200,Kr Spk Anhalt-Zerbst -alt-,NOLADE21ZER
26550105,Sparkasse Osnabrück,NOLADE22XXX
25050000,Nord LB Hannover,NOLADE2HXXX
10077777,norisbank Berlin,NORSDE51XXX
76026000,norisbank Berlin,NORSDE71XXX
40022000,NRW.BANK Münster,NRWBDEDMMST
30022000,NRW.BANK Düsseldorf,NRWBDEDMXXX
51210700,NIBC Bank Frankfurt am Main,NZFMDEF1XXX
61450050,Kreissparkasse Ostalb,OASPDE6AXXX
70120700,Oberbank München,OBKLDEMXXXX
28021002,Oldb Landesbank Brake,OLBODEH2202
26521703,Oldb Landesbank Bramsche,OLBODEH2203
28021906,Oldb Landesbank Elsfleth,OLBODEH2206
28022412,Oldb Landesbank Löningen,OLBODEH2212
28022015,Oldb Landesbank Nordenham,OLBODEH2215
28321816,Oldb Landesbank Norderney,OLBODEH2216
26522319,Oldb Landesbank Quakenbrück,OLBODEH2219
28022620,Oldb Landesbank Rastede,OLBODEH2220
28021623,Oldb Landesbank Damme,OLBODEH2223
28023224,Oldb Landesbank Westerstede,OLBODEH2224
28023325,Oldb Ldbank Wildeshausen,OLBODEH2225
28421030,Oldb Landesbank Aurich,OLBODEH2230
29121731,Oldb Landesbank Syke,OLBODEH2231
26621413,Oldb Landesbank Meppen,OLBODEH2243
25621327,Oldb Landesbank Diepholz,OLBODEH2256
26520017,Oldb Landesbank Osnabrück,OLBODEH2265
26620010,Oldb Landesbank Lingen,OLBODEH2266
26720028,Oldb Landesbank Nordhorn,OLBODEH2267
28021301,Oldb Ldbank Bad Zwischenahn,OLBODEH2281
28220026,Oldb Ldbank Wilhelmshaven,OLBODEH2282
28222208,Oldb Landesbank Jever,OLBODEH2283
28420007,Oldb Landesbank Emden,OLBODEH2284
28520009,Oldb Landesbank Leer,OLBODEH2285
28320014,Oldb Landesbank Norden,OLBODEH2286
28521518,Oldb Landesbank Papenburg,OLBODEH2287
28222621,Oldb Landesbank Varel,OLBODEH2288
28022822,Oldb Landesbank Vechta,OLBODEH2290
28021504,Oldb Landesbank Cloppenburg,OLBODEH2293
28021705,Oldb Landesbank Delmenhorst,OLBODEH2294
28022511,Oldb Landesbank Lohne,OLBODEH2296
70035000,Allianz Bk München Zndl OLB,OLBODEH2700
28020050,Oldb Landesbank Oldenburg,OLBODEH2XXX
20230300,Schröderbank Hamburg,OSCBDEH1XXX
85050300,Ostsächsische Spk Dresden,OSDDDE81FTL
85050300,Ostsächsische Spk Dresden,OSDDDE81HDN
85050300,Ostsächsische Spk Dresden,OSDDDE81HOY
85050300,Ostsächsische Spk Dresden,OSDDDE81KMZ
85050350,Ostsächsische Spk OSD.Net,OSDDDE81NET
85050300,Ostsächsische Spk Dresden,OSDDDE81PIR
85050300,Ostsächsische Spk Dresden,OSDDDE81RBG
85050300,Ostsächsische Spk Dresden,OSDDDE81SEB
85050300,Ostsächsische Spk Dresden,OSDDDE81XXX
50320000,VTB Bank Deutschland Ffm,OWHBDEFFXXX
57020500,Oyak Anker Bank,OYAKDE5KXXX
50030500,BNP PARIBAS Sec Serv,PARBDEFFXXX
10020400,Citadele Bank München,PARXDEBBXXX
